model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
CNN,eurosat,10,25088,242,96,177,[8],[1.],24.368240356855555,[8],[1.],24.36824,582,160,96
CNN,eurosat,10,25088,243,96,184,[0],[1.],34.39237976092264,[0],[0.99999976],34.392384,438,160,96
CNN,eurosat,10,25088,244,224,436,[4],[0.99999966],18.825003012515463,[4],[1.],18.825003,992,220,224
CNN,eurosat,10,25088,245,240,456,[9],[1.],72.38807678222656,[9],[1.],72.38808,486,160,240
CNN,eurosat,10,25088,246,193,364,[7],[1.],33.26898193359376,[7],[1.],33.268982,518,160,193
CNN,eurosat,10,25088,247,160,410,[3],[0.99404308],14.981057129123792,[3],[0.9964051],14.978682,635,236,160
CNN,eurosat,10,25088,248,96,211,[5],[0.88649848],9.450853443799993,[5],[0.9436652],9.388361,744,160,96
CNN,eurosat,10,25088,249,64,234,[2],[0.75440575],11.441855288999097,[2],[0.75329345],11.443331,386,252,64
CNN,eurosat,10,25088,250,80,198,[8],[0.92719732],14.7272059323517,[8],[0.919185],14.735886,654,176,80
CNN,eurosat,10,25088,251,620,1178,[9],[1.],524.4864501953125,[9],[1.],524.4865,1174,176,620
CNN,eurosat,10,25088,252,112,317,[6],[0.88777899],21.47446878014426,[6],[0.8877775],21.474468,455,290,112
CNN,eurosat,10,25088,253,96,184,[6],[0.99971211],27.807897486845935,[6],[0.99992204],27.807688,624,160,96
CNN,eurosat,10,25088,254,104,194,[1],[1.],35.818901062029006,[1],[1.],35.8189,570,160,104
CNN,eurosat,10,25088,255,96,198,[2],[0.99999871],25.918834066408895,[2],[0.99999976],25.91883,582,160,96
CNN,eurosat,10,25088,256,96,177,[8],[0.9999892],21.09889538532843,[8],[0.9999534],21.09893,363,160,96
CNN,eurosat,10,25088,257,608,1148,[9],[1.],496.6985778808594,[9],[1.],496.69858,1148,176,608
CNN,eurosat,10,25088,258,92,180,[2],[0.99999928],23.825897939959187,[2],[0.9999887],23.825907,749,160,92
CNN,eurosat,10,25088,259,124,346,[0],[0.98415633],25.923889447991854,[0],[0.9884399],25.919548,521,290,124
CNN,eurosat,10,25088,260,96,184,[2],[0.99999922],21.71906740269338,[2],[1.],21.719067,696,160,96
CNN,eurosat,10,25088,261,569,1073,[4],[1.],73.29316711425781,[4],[1.],73.29315,1073,176,569
CNN,eurosat,10,25088,262,472,895,[9],[1.],290.9951171875,[9],[1.],290.99512,895,184,472
CNN,eurosat,10,25088,263,1149,2175,[4],[1.],433.6638488769531,[4],[1.],433.66382,2175,160,1149
CNN,eurosat,10,25088,264,120,228,[1],[0.99999999],30.870815286814878,[1],[0.99999976],30.870817,668,200,120
CNN,eurosat,10,25088,265,112,211,[2],[0.99998229],22.859171462439846,[2],[0.9999999],22.859154,899,160,112
CNN,eurosat,10,25088,266,180,504,[6],[0.92312232],36.7647965418205,[6],[0.923122],36.764797,464,176,180
CNN,eurosat,10,25088,267,96,237,[8],[0.99828005],30.908658077718528,[8],[0.9969687],30.909973,520,244,96
CNN,eurosat,10,25088,268,112,224,[8],[0.9999977],21.555235305620293,[8],[0.9999993],21.555235,641,160,112
CNN,eurosat,10,25088,269,108,198,[5],[0.99999826],33.943849396369025,[5],[1.],33.943848,469,160,108
CNN,eurosat,10,25088,270,111,373,[7],[0.99222595],14.617368248158769,[7],[0.9922633],14.617331,679,338,111
CNN,eurosat,10,25088,271,112,216,[5],[0.99967193],19.191715300186093,[5],[0.99998677],19.191402,675,160,112
CNN,eurosat,10,25088,272,108,204,[2],[1.],31.11733055163965,[2],[1.],31.117329,820,160,108
CNN,eurosat,10,25088,273,80,168,[8],[0.9978266],14.7272705608498,[8],[0.9945321],14.730578,518,160,80
CNN,eurosat,10,25088,274,113,212,[7],[1.],21.289773941852335,[7],[1.],21.289772,357,160,113
CNN,eurosat,10,25088,275,80,240,[3],[0.93983156],14.690693829889023,[3],[0.93982655],14.6907,312,244,80
CNN,eurosat,10,25088,276,200,380,[6],[0.99981818],22.286289856745576,[6],[0.99999785],22.286112,801,160,200
CNN,eurosat,10,25088,277,152,296,[9],[0.99999999],40.91999435927493,[9],[1.],40.919994,871,176,152
CNN,eurosat,10,25088,278,92,173,[1],[1.],28.88185692023392,[1],[1.],28.881855,512,160,92
CNN,eurosat,10,25088,279,171,324,[0],[1.],61.479034423828125,[0],[1.],61.47904,331,160,171
CNN,eurosat,10,25088,280,80,168,[3],[0.99999999],26.85449983147208,[3],[0.99999976],26.8545,350,176,80
CNN,eurosat,10,25088,281,64,138,[5],[0.99999273],28.488483067858294,[5],[0.99999905],28.488476,262,160,64
CNN,eurosat,10,25088,282,112,237,[2],[0.99995359],21.22665278259168,[2],[0.9999608],21.226646,1001,160,112
CNN,eurosat,10,25088,283,187,453,[7],[0.9993973],10.513220950153816,[7],[0.9990569],10.513561,886,290,187
CNN,eurosat,10,25088,284,108,212,[2],[0.99996226],17.55193288300672,[2],[0.9999397],17.551954,945,160,108
CNN,eurosat,10,25088,285,176,329,[4],[1.],26.76292419433595,[4],[1.],26.762924,329,160,176
CNN,eurosat,10,25088,286,80,168,[6],[0.99999798],24.848732108760426,[6],[0.9999944],24.848736,646,160,80
CNN,eurosat,10,25088,287,112,306,[6],[0.84949371],10.006553841722646,[6],[0.9095729],9.938219,796,208,112
CNN,eurosat,10,25088,288,140,355,[3],[0.99993978],16.73960794824941,[3],[0.9998785],16.73967,608,310,140
CNN,eurosat,10,25088,289,160,448,[3],[0.95624243],24.142854012301232,[3],[0.95624244],24.142855,486,372,160
CNN,eurosat,10,25088,290,80,234,[1],[0.9976365],16.758795972869475,[1],[0.9984701],16.757961,650,220,80
CNN,eurosat,10,25088,291,64,146,[1],[0.99994578],19.510537004926498,[1],[0.99994147],19.510542,464,176,64
CNN,eurosat,10,25088,292,128,352,[0],[0.63108555],15.333810855647798,[0],[0.6311588],15.3336935,935,372,128
CNN,eurosat,10,25088,293,161,305,[7],[1.],25.854534149274382,[7],[1.],25.854532,450,160,161
CNN,eurosat,10,25088,294,112,269,[2],[0.99912765],13.665104984926296,[2],[0.9980573],13.666176,772,200,112
CNN,eurosat,10,25088,295,144,314,[4],[0.99999734],16.461329261460378,[4],[0.99998176],16.461346,525,220,144
CNN,eurosat,10,25088,296,92,173,[1],[1.],40.91576385498776,[1],[1.],40.915768,505,160,92
CNN,eurosat,10,25088,297,80,280,[1],[0.99750839],15.22880926191751,[1],[0.99415165],15.23218,518,240,80
CNN,eurosat,10,25088,298,159,508,[2],[0.8557791],8.687636721317771,[2],[0.8654197],8.676435,933,256,159
CNN,eurosat,10,25088,299,112,305,[8],[0.98366895],11.250755992098119,[8],[0.954843],11.2804985,894,216,112
CNN,eurosat,10,25088,300,113,212,[7],[1.],26.934698104862218,[7],[1.],26.934698,282,160,113
CNN,eurosat,10,25088,301,152,350,[9],[1.],33.69371795797126,[9],[1.],33.693718,734,220,152
CNN,eurosat,10,25088,302,180,342,[0],[1.],234.29248046875,[0],[1.],234.29248,342,160,180
CNN,eurosat,10,25088,303,80,290,[5],[0.617331],7.561397137494001,[5],[0.6944778],7.443642,748,160,80
CNN,eurosat,10,25088,304,128,305,[3],[0.99604072],27.341586923083547,[3],[0.9983569],27.339264,350,236,128
CNN,eurosat,10,25088,305,168,312,[7],[0.99999974],15.426632187418406,[7],[1.],15.426633,653,160,168
CNN,eurosat,10,25088,306,128,260,[8],[0.99999996],20.667806665821683,[8],[1.],20.667807,504,160,128
CNN,eurosat,10,25088,307,112,236,[0],[0.99996897],24.7203259824159,[0],[0.99999774],24.720297,533,200,112
CNN,eurosat,10,25088,308,145,271,[7],[1.],19.23274993966717,[7],[1.],19.23275,419,160,145
CNN,eurosat,10,25088,309,96,351,[5],[0.48405876],19.046500435278258,[5],[0.48405823],19.0465,559,385,96
CNN,eurosat,10,25088,310,112,211,[8],[0.99999947],29.85784965208922,[8],[0.99999034],29.857857,312,160,112
CNN,eurosat,10,25088,311,136,253,[7],[1.],20.68087768591855,[7],[1.],20.680878,426,160,136
CNN,eurosat,10,25088,312,108,242,[5],[0.98703507],19.41102944954558,[5],[0.983491],19.414627,647,176,108
CNN,eurosat,10,25088,313,96,192,[5],[0.99425648],12.851219064056076,[5],[0.9991001],12.846359,733,160,96
CNN,eurosat,10,25088,314,148,314,[2],[0.9999178],42.410227012441034,[2],[0.9999994],42.410145,974,236,148
CNN,eurosat,10,25088,315,128,341,[8],[0.99145166],10.506691091013218,[8],[0.9938036],10.504322,1117,216,128
CNN,eurosat,10,25088,316,609,1149,[4],[1.],172.89895629882812,[4],[1.],172.89894,1149,160,609
CNN,eurosat,10,25088,317,264,498,[4],[1.],37.4246826171875,[4],[1.],37.424683,498,160,264
CNN,eurosat,10,25088,318,128,236,[3],[0.99999347],17.414507716900495,[3],[0.9999913],17.41451,439,176,128
CNN,eurosat,10,25088,319,248,464,[9],[1.],154.02261352539062,[9],[1.],154.02261,533,200,248
CNN,eurosat,10,25088,320,144,310,[3],[0.99958221],34.12381570626907,[3],[0.99994266],34.123455,480,236,144
CNN,eurosat,10,25088,321,620,1178,[9],[1.],532.9136962890625,[9],[1.],532.91364,1174,176,620
CNN,eurosat,10,25088,322,108,198,[8],[0.99999695],14.323292923684079,[8],[0.99999344],14.323297,846,160,108
CNN,eurosat,10,25088,323,209,389,[7],[1.],27.111476898195118,[7],[1.],27.111477,568,160,209
CNN,eurosat,10,25088,324,112,211,[6],[0.91672949],17.059200462076237,[6],[0.98858577],16.983738,613,160,112
CNN,eurosat,10,25088,325,584,1106,[9],[1.],441.4999694824219,[9],[1.],441.49994,1106,176,584
CNN,eurosat,10,25088,326,76,157,[1],[0.99998978],26.326618881892458,[1],[0.99999905],26.32661,415,160,76
CNN,eurosat,10,25088,327,372,705,[4],[1.],51.045379638671875,[4],[1.],51.04538,705,176,372
CNN,eurosat,10,25088,328,112,211,[8],[0.99999966],18.433739045972235,[8],[0.9999126],18.43383,435,160,112
CNN,eurosat,10,25088,329,120,240,[1],[1.],29.710872650898313,[1],[0.9999999],29.710873,852,176,120
CNN,eurosat,10,25088,330,112,254,[3],[0.99893396],18.16224520120806,[3],[0.998743],18.162436,567,160,112
CNN,eurosat,10,25088,331,108,204,[0],[1.],62.34800720214844,[0],[1.],62.348007,301,160,108
CNN,eurosat,10,25088,332,92,180,[5],[1.],58.117355346699945,[5],[1.],58.117355,429,160,92
CNN,eurosat,10,25088,333,112,418,[5],[0.97529423],11.603071461252837,[5],[0.97892284],11.599359,723,274,112
CNN,eurosat,10,25088,334,76,157,[1],[0.99999303],25.61257868370166,[1],[0.9999994],25.612574,415,160,76
CNN,eurosat,10,25088,335,112,246,[4],[0.99930578],12.426059911244952,[4],[0.9999908],12.425375,355,200,112
CNN,eurosat,10,25088,336,620,1178,[9],[1.],567.4181518554688,[9],[1.],567.41815,1174,176,620
CNN,eurosat,10,25088,337,148,294,[9],[1.],69.77258300781517,[9],[1.],69.77259,824,184,148
CNN,eurosat,10,25088,338,145,271,[7],[0.99999988],17.81596386153765,[7],[1.],17.815964,509,160,145
CNN,eurosat,10,25088,339,76,157,[1],[0.9999924],24.3619899432041,[1],[0.999997],24.361988,458,160,76
CNN,eurosat,10,25088,340,96,192,[0],[0.99907906],19.749845615630516,[0],[0.9997925],19.749132,574,176,96
CNN,eurosat,10,25088,341,112,241,[6],[0.40707875],6.118571513727984,[7],[0.9952867],10.582954,615,160,112
CNN,eurosat,10,25088,342,128,290,[3],[0.999997],19.31924357127097,[3],[0.9999112],19.31933,608,252,128
CNN,eurosat,10,25088,343,140,276,[6],[0.99534309],26.938910040621586,[6],[0.9982912],26.935955,659,160,140
CNN,eurosat,10,25088,344,95,342,[1],[0.98185857],12.16601689869968,[1],[0.9759995],12.172002,740,228,95
CNN,eurosat,10,25088,345,127,235,[8],[0.99999991],21.229930968354868,[8],[1.],21.22993,658,160,127
CNN,eurosat,10,25088,346,104,194,[1],[0.99999998],28.264511124086944,[1],[0.99999964],28.26451,769,200,104
CNN,eurosat,10,25088,347,96,184,[2],[0.99982506],15.696265655557234,[2],[0.99979967],15.696291,798,160,96
CNN,eurosat,10,25088,348,168,312,[0],[1.],134.17237854003906,[0],[1.],134.17238,312,160,168
CNN,eurosat,10,25088,349,159,294,[6],[0.99440885],8.700513071126451,[6],[0.9915338],8.703407,817,160,159
CNN,eurosat,10,25088,350,96,325,[1],[0.9807144],17.757013284421184,[1],[0.99061793],17.746965,631,284,96
CNN,eurosat,10,25088,351,96,184,[6],[0.99999998],33.94368364650923,[6],[1.],33.943684,442,160,96
CNN,eurosat,10,25088,352,159,681,[8],[0.87012619],9.686537538015337,[8],[0.85404915],9.705187,932,485,159
CNN,eurosat,10,25088,353,128,236,[8],[0.99999998],29.138786332733794,[8],[0.98848593],29.150368,415,200,128
CNN,eurosat,10,25088,354,108,256,[0],[0.99991961],51.79607038509001,[0],[0.9999993],51.79599,226,244,108
CNN,eurosat,10,25088,355,160,304,[4],[1.],23.681934357202206,[4],[1.],23.681934,304,160,160
CNN,eurosat,10,25088,356,152,287,[7],[1.],25.80953979504672,[7],[1.],25.809536,394,160,152
CNN,eurosat,10,25088,357,124,274,[6],[0.91244624],14.606524410458842,[6],[0.96897763],14.5464115,862,176,124
CNN,eurosat,10,25088,358,156,357,[2],[0.9916232],27.436066348367262,[2],[0.9947877],27.43288,853,236,156
CNN,eurosat,10,25088,359,64,380,[1],[0.73876107],6.5540743906292445,[1],[0.74419034],6.5467515,620,228,64
CNN,eurosat,10,25088,360,96,184,[2],[0.99999563],20.55164202395625,[2],[0.9999999],20.551636,537,160,96
CNN,eurosat,10,25088,361,173,326,[7],[1.],23.691810608552753,[7],[1.],23.69181,482,160,173
CNN,eurosat,10,25088,362,143,301,[7],[0.99998457],13.028665715621816,[7],[0.9995629],13.029088,448,200,143
CNN,eurosat,10,25088,363,92,207,[5],[0.99990729],39.22875329848602,[5],[0.99992025],39.22874,446,200,92
CNN,eurosat,10,25088,364,156,339,[4],[0.99999859],13.786962007230459,[4],[0.9999968],13.786963,717,244,156
CNN,eurosat,10,25088,365,177,330,[7],[1.],27.10756111145357,[7],[1.],27.10756,591,160,177
CNN,eurosat,10,25088,366,128,236,[8],[0.99999975],18.900190602364344,[8],[1.],18.900188,575,160,128
CNN,eurosat,10,25088,367,172,362,[4],[0.9997107],9.688640016834839,[4],[0.99987817],9.688473,1105,276,172
CNN,eurosat,10,25088,368,108,224,[9],[0.99992337],21.6338466229715,[9],[0.99992156],21.63385,701,176,108
CNN,eurosat,10,25088,369,128,236,[0],[1.],75.97999572753906,[0],[1.],75.979996,340,160,128
CNN,eurosat,10,25088,370,104,200,[7],[0.99995629],13.789045171732146,[7],[0.99961203],13.78939,288,160,104
CNN,eurosat,10,25088,371,128,248,[3],[0.99987845],18.194587192672813,[3],[0.9996829],18.194782,400,176,128
CNN,eurosat,10,25088,372,80,316,[6],[0.73261527],8.97095895862784,[6],[0.7325622],8.971031,540,208,80
CNN,eurosat,10,25088,373,620,1178,[9],[1.],547.219482421875,[9],[1.],547.2195,1174,200,620
CNN,eurosat,10,25088,374,592,1123,[9],[1.],496.74188232421875,[9],[1.],496.74185,1123,176,592
CNN,eurosat,10,25088,375,136,294,[9],[1.],50.37469482421876,[9],[1.],50.374695,1059,160,136
CNN,eurosat,10,25088,376,140,266,[0],[1.],100.40596008300781,[0],[1.],100.40596,266,160,140
CNN,eurosat,10,25088,377,144,270,[4],[1.],16.227386477121524,[4],[1.],16.227386,280,160,144
CNN,eurosat,10,25088,378,88,160,[7],[1.],22.33850860600857,[7],[1.],22.338509,256,160,88
CNN,eurosat,10,25088,379,128,240,[0],[0.9999985],29.3951450098284,[0],[0.98535776],29.409893,496,160,128
CNN,eurosat,10,25088,380,112,407,[8],[0.8090732],8.972966651448607,[8],[0.8103954],8.971333,942,336,112
CNN,eurosat,10,25088,381,164,308,[0],[1.],83.0076904296875,[0],[1.],83.00769,316,160,164
CNN,eurosat,10,25088,382,164,332,[9],[1.],81.85979461669922,[9],[1.],81.859795,604,192,164
CNN,eurosat,10,25088,383,128,236,[2],[0.99999916],25.208947063910397,[2],[1.],25.208946,983,160,128
CNN,eurosat,10,25088,384,112,261,[3],[0.99974349],18.570305825728482,[3],[0.9995763],18.570475,387,220,112
CNN,eurosat,10,25088,385,64,146,[5],[0.99963615],16.59117278829341,[5],[0.99981326],16.590996,358,160,64
CNN,eurosat,10,25088,386,111,215,[2],[0.99917631],13.054843952947083,[2],[0.9985819],13.055439,1080,160,111
CNN,eurosat,10,25088,387,96,177,[8],[0.99997537],17.219575718911592,[8],[0.99861526],17.220936,661,160,96
CNN,eurosat,10,25088,388,112,413,[3],[0.98316969],12.165610371022394,[3],[0.9829486],12.165835,479,355,112
CNN,eurosat,10,25088,389,224,422,[4],[1.],22.855457307403558,[4],[1.],22.855457,454,160,224
CNN,eurosat,10,25088,390,204,400,[4],[0.99995106],11.536722488121208,[4],[0.99993134],11.536743,914,220,204
CNN,eurosat,10,25088,391,108,204,[5],[1.],60.71021270805055,[5],[1.],60.710213,482,160,108
CNN,eurosat,10,25088,392,108,204,[5],[0.99981195],33.53407020762641,[5],[1.],33.533886,502,160,108
CNN,eurosat,10,25088,393,80,180,[0],[0.99923616],13.137807128264038,[0],[0.99867177],13.138372,622,176,80
CNN,eurosat,10,25088,394,112,216,[0],[0.99999844],36.447702061128034,[0],[1.],36.447697,304,160,112
CNN,eurosat,10,25088,395,225,437,[0],[1.],136.723876953125,[0],[1.],136.72388,584,208,225
CNN,eurosat,10,25088,396,92,188,[1],[0.99996393],27.828569243153275,[1],[0.99988306],27.82865,468,176,92
CNN,eurosat,10,25088,397,111,210,[7],[0.99675297],7.850287242703599,[7],[0.9946582],7.8523912,621,160,111
CNN,eurosat,10,25088,398,60,114,[9],[0.99997726],17.358047338774824,[9],[0.9999745],17.35805,376,160,60
CNN,eurosat,10,25088,399,96,330,[2],[0.99711677],12.975177430604898,[2],[0.99692494],12.97537,479,296,96
CNN,eurosat,10,25088,400,80,184,[2],[0.99970811],16.00306521350869,[2],[0.99989736],16.002876,658,176,80
CNN,eurosat,10,25088,401,96,243,[1],[0.99937872],13.644269619390533,[1],[0.99588865],13.647768,768,200,96
CNN,eurosat,10,25088,402,96,225,[7],[0.99517798],10.804064257999315,[7],[0.99981886],10.799413,540,200,96
CNN,eurosat,10,25088,403,127,235,[8],[0.99999841],17.120578447078856,[8],[0.9999962],17.12058,814,160,127
CNN,eurosat,10,25088,404,145,271,[7],[1.],23.144084931341485,[7],[1.],23.144085,424,160,145
CNN,eurosat,10,25088,405,596,1127,[9],[1.],492.2401123046875,[9],[1.],492.2401,1127,176,596
CNN,eurosat,10,25088,406,104,200,[1],[1.],33.97561264051287,[1],[1.],33.975613,570,160,104
CNN,eurosat,10,25088,407,48,108,[5],[0.99999693],29.904448716804875,[5],[0.99999964],29.904446,168,160,48
CNN,eurosat,10,25088,408,161,305,[7],[1.],24.396228790573907,[7],[1.],24.396229,411,160,161
CNN,eurosat,10,25088,409,161,305,[7],[1.],28.71386528015261,[7],[1.],28.713865,450,160,161
CNN,eurosat,10,25088,410,128,284,[8],[0.99059944],11.953149632908948,[8],[0.9626046],11.981817,1185,176,128
CNN,eurosat,10,25088,411,108,210,[9],[0.9999928],26.816505001954404,[9],[0.9999403],26.816557,785,160,108
CNN,eurosat,10,25088,412,216,480,[2],[0.99991971],60.79962176771755,[2],[0.9999987],60.799545,863,310,216
CNN,eurosat,10,25088,413,196,367,[9],[1.],49.148414611816406,[9],[1.],49.14841,921,236,196
CNN,eurosat,10,25088,414,113,217,[7],[1.],29.391418457031598,[7],[1.],29.39142,314,160,113
CNN,eurosat,10,25088,415,252,477,[4],[1.],47.43251037597656,[4],[1.],47.43251,477,160,252
CNN,eurosat,10,25088,416,168,350,[2],[0.9999411],40.72752548084556,[2],[0.99999845],40.72747,828,236,168
CNN,eurosat,10,25088,417,160,344,[4],[0.99998613],13.624766870094817,[4],[1.],13.624754,544,220,160
CNN,eurosat,10,25088,418,472,895,[9],[1.],239.76025390625,[9],[1.],239.76027,895,184,472
CNN,eurosat,10,25088,419,80,152,[5],[0.99987563],20.558739111502582,[5],[0.99999356],20.55862,620,160,80
CNN,eurosat,10,25088,420,112,211,[6],[0.9998795],13.573633535817759,[6],[0.9950205],13.5785055,589,160,112
CNN,eurosat,10,25088,421,604,1144,[9],[1.],550.0142211914062,[9],[1.],550.0142,1144,176,604
CNN,eurosat,10,25088,422,76,246,[9],[0.77845892],14.40254153264291,[9],[0.9590318],14.1939335,462,244,76
CNN,eurosat,10,25088,423,80,160,[6],[0.99881412],20.971092436392706,[6],[0.9999503],20.969955,478,160,80
CNN,eurosat,10,25088,424,128,240,[8],[0.99999994],17.6089783353534,[8],[0.9997068],17.60927,460,160,128
CNN,eurosat,10,25088,425,112,241,[1],[0.99991231],19.652372314895725,[1],[0.99995494],19.652332,881,240,112
CNN,eurosat,10,25088,426,180,342,[0],[1.],155.91574096679688,[0],[1.],155.91574,342,160,180
CNN,eurosat,10,25088,427,92,195,[1],[0.99928262],20.078438282169568,[1],[0.99983644],20.077885,578,176,92
CNN,eurosat,10,25088,428,112,211,[6],[0.99999975],21.003183612048648,[6],[0.9999851],21.003199,786,160,112
CNN,eurosat,10,25088,429,140,266,[6],[0.99935842],19.19634338449711,[6],[0.9998529],19.195848,787,160,140
CNN,eurosat,10,25088,430,136,299,[8],[0.9999982],24.457839854938666,[8],[0.99999845],24.45784,831,220,136
CNN,eurosat,10,25088,431,112,216,[8],[0.99999743],16.597586340338125,[8],[0.9991032],16.598478,674,160,112
CNN,eurosat,10,25088,432,160,312,[6],[0.9965878],14.294670175395575,[6],[0.97155446],14.320109,946,176,160
CNN,eurosat,10,25088,433,192,363,[4],[1.],31.553268432624996,[4],[1.],31.553268,398,176,192
CNN,eurosat,10,25088,434,128,412,[8],[0.97377384],10.679180302122663,[8],[0.97395116],10.678998,1029,264,128
CNN,eurosat,10,25088,435,177,330,[7],[0.99999992],22.034730991491315,[7],[0.9999999],22.03473,527,176,177
CNN,eurosat,10,25088,436,136,256,[7],[0.99999967],19.06240114871558,[7],[1.],19.0624,511,160,136
CNN,eurosat,10,25088,437,108,198,[1],[0.99999994],26.813129481508657,[1],[0.9999999],26.81313,636,176,108
CNN,eurosat,10,25088,438,80,224,[6],[0.84383358],27.337532218487105,[6],[0.8437751],27.3376,478,236,80
CNN,eurosat,10,25088,439,108,264,[9],[0.99999957],29.08060879512656,[9],[0.99996996],29.080639,955,236,108
CNN,eurosat,10,25088,440,112,224,[0],[1.],52.35648727416992,[0],[1.],52.356487,221,176,112
CNN,eurosat,10,25088,441,96,264,[2],[0.97807974],15.56640884501687,[2],[0.97858834],15.565889,540,244,96
CNN,eurosat,10,25088,442,436,823,[9],[1.],224.42398071289062,[9],[1.],224.42398,823,184,436
CNN,eurosat,10,25088,443,468,882,[4],[1.],93.14976501464844,[4],[1.],93.149765,882,160,468
CNN,eurosat,10,25088,444,144,270,[4],[0.99999991],15.234161468369182,[4],[1.],15.234161,332,160,144
CNN,eurosat,10,25088,445,136,299,[6],[0.94800868],23.71138112599822,[6],[0.97521585],23.683088,903,220,136
CNN,eurosat,10,25088,446,164,348,[7],[0.99981701],14.921676533489382,[7],[0.9970592],14.924438,559,220,164
CNN,eurosat,10,25088,447,312,591,[4],[1.],47.267578125,[4],[1.],47.267586,591,176,312
CNN,eurosat,10,25088,448,152,287,[7],[1.],24.11378479068956,[7],[1.],24.113783,394,160,152
CNN,eurosat,10,25088,449,112,224,[2],[0.99996889],23.503327008477715,[2],[0.99999917],23.503298,926,160,112
CNN,eurosat,10,25088,450,64,128,[5],[0.99999911],25.52408689028115,[5],[1.],25.524086,390,160,64
CNN,eurosat,10,25088,451,96,184,[0],[1.],52.090400696791946,[0],[1.],52.090397,350,160,96
CNN,eurosat,10,25088,452,496,937,[9],[1.],391.76983642578125,[9],[1.],391.76984,937,176,496
CNN,eurosat,10,25088,453,396,747,[9],[1.],263.94488525390625,[9],[1.],263.9449,747,176,396
CNN,eurosat,10,25088,454,132,249,[0],[1.],138.4111328125,[0],[1.],138.41115,385,160,132
CNN,eurosat,10,25088,455,76,226,[6],[0.89452485],32.23267841861209,[6],[0.89452463],32.232677,491,236,76
CNN,eurosat,10,25088,456,108,250,[0],[0.99997086],40.230707703063814,[0],[0.9980975],40.232586,506,240,108
CNN,eurosat,10,25088,457,156,291,[6],[0.99999999],32.60828400934966,[6],[0.9999999],32.608284,558,160,156
CNN,eurosat,10,25088,458,96,177,[6],[0.99999999],26.95849610278642,[6],[1.],26.958496,624,160,96
CNN,eurosat,10,25088,459,112,281,[3],[0.99994592],36.08123465659521,[3],[0.9999274],36.08125,380,290,112
CNN,eurosat,10,25088,460,96,177,[6],[1.],26.9917354591865,[6],[1.],26.991737,669,160,96
CNN,eurosat,10,25088,461,188,410,[3],[0.9982059],8.57563490247915,[3],[0.9981345],8.5757065,1059,220,188
CNN,eurosat,10,25088,462,108,287,[2],[0.99883008],13.150411094989154,[2],[0.99190784],13.157365,972,200,108
CNN,eurosat,10,25088,463,96,206,[1],[0.99987989],19.738336513733596,[1],[0.99997866],19.738237,606,176,96
CNN,eurosat,10,25088,464,96,264,[2],[0.94426691],18.975284644594968,[2],[0.9442692],18.975283,525,320,96
CNN,eurosat,10,25088,465,92,180,[1],[0.99999997],32.02355196727541,[1],[1.],32.023552,472,160,92
CNN,eurosat,10,25088,466,140,266,[9],[1.],66.59496307373047,[9],[1.],66.59497,414,160,140
CNN,eurosat,10,25088,467,120,336,[2],[0.93269438],33.18585430869537,[2],[0.9326946],33.18586,474,290,120
CNN,eurosat,10,25088,468,128,346,[8],[0.88969563],17.20419809413499,[8],[0.8840176],17.2106,419,236,128
CNN,eurosat,10,25088,469,112,312,[3],[0.68466441],16.625797598819464,[3],[0.684663],16.6258,306,310,112
CNN,eurosat,10,25088,470,104,212,[1],[0.99999977],27.722360843932435,[1],[0.9999999],27.722363,479,160,104
CNN,eurosat,10,25088,471,96,207,[6],[1.],47.68029022232896,[6],[1.],47.680298,291,160,96
CNN,eurosat,10,25088,472,80,216,[9],[0.99996337],18.457199488234757,[9],[0.99994636],18.457214,540,220,80
CNN,eurosat,10,25088,473,108,210,[2],[0.9999914],22.682065028219903,[2],[0.99999857],22.682058,847,160,108
CNN,eurosat,10,25088,474,112,224,[6],[0.99999786],42.74162888288289,[6],[1.],42.741623,425,160,112
CNN,eurosat,10,25088,475,176,343,[4],[0.99999849],13.026221826975457,[4],[0.99999976],13.026219,626,184,176
CNN,eurosat,10,25088,476,160,304,[8],[0.99999901],21.036675493904525,[8],[0.99999547],21.03668,510,160,160
CNN,eurosat,10,25088,477,240,456,[4],[1.],22.693693161064864,[4],[1.],22.693695,456,192,240
CNN,eurosat,10,25088,478,144,270,[8],[0.99960112],13.025835358697698,[8],[0.9996996],13.025737,947,160,144
CNN,eurosat,10,25088,479,76,139,[2],[0.99999932],20.396187504738094,[2],[0.9999621],20.396225,669,160,76
CNN,eurosat,10,25088,480,108,198,[6],[0.99995436],19.959503043176177,[6],[0.999933],19.959524,635,176,108
CNN,eurosat,10,25088,481,112,216,[8],[0.99999844],17.19092334354597,[8],[0.9951674],17.195765,544,160,112
CNN,eurosat,10,25088,482,112,211,[8],[1.],32.059883117675994,[8],[1.],32.059883,382,160,112
CNN,eurosat,10,25088,483,108,372,[9],[0.65783072],12.155765192387378,[9],[0.65967554],12.152965,603,306,108
CNN,eurosat,10,25088,484,216,600,[7],[0.92517444],10.022148967164126,[7],[0.9247331],10.022625,802,328,216
